Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes
1254	UT380-368	Pf3a_Enz_Res_egfp	ZNF526.DBD.2	ZNF526.DBD.2	ZNF526	Deplancke Lab eGFP IVT
1255	UT380-369	Pf3a_Enz_Res_egfp	ZNF526.FL	ZNF526.FL	ZNF526	Deplancke Lab eGFP IVT
1256	UT380-370	Pf3a_Enz_Res_egfp	ZNF532.DBD.1	ZNF532.DBD.1	ZNF532	Deplancke Lab eGFP IVT
1257	UT380-371	Pf3a_Enz_Res_egfp	ZNF532.DBD.2	ZNF532.DBD.2	ZNF532	Deplancke Lab eGFP IVT
1258	UT380-372	Pf3a_Enz_Res_egfp	ZNF536.DBD.1	ZNF536.DBD.1	ZNF536	Deplancke Lab eGFP IVT
1259	UT380-373	Pf3a_Enz_Res_egfp	ZNF536.DBD.2	ZNF536.DBD.2	ZNF536	Deplancke Lab eGFP IVT
1260	UT380-374	Pf3a_Enz_Res_egfp	ZNF551.DBD	ZNF551.DBD	ZNF551	Deplancke Lab eGFP IVT
1261	UT380-375	Pf3a_Enz_Res_egfp	ZNF551.FL	ZNF551.FL	ZNF551	Deplancke Lab eGFP IVT
1262	UT380-376	Pf3a_Enz_Res_egfp	ZNF568.DBD	ZNF568.DBD	ZNF568	Deplancke Lab eGFP IVT
1263	UT380-377	Pf3a_Enz_Res_egfp	ZNF568.FL	ZNF568.FL	ZNF568	Deplancke Lab eGFP IVT
1264	UT380-378	Pf3a_Enz_Res_egfp	ZNF569.DBD	ZNF569.DBD	ZNF569	Deplancke Lab eGFP IVT
1265	UT380-379	Pf3a_Enz_Res_egfp	ZNF569.FL	ZNF569.FL	ZNF569	Deplancke Lab eGFP IVT
1266	UT380-380	Pf3a_Enz_Res_egfp	ZNF57.FL	ZNF57.FL	ZNF57	Deplancke Lab eGFP IVT
1267	UT380-381	Pf3a_Enz_Res_egfp	ZNF575.FL	ZNF575.FL	ZNF575	Deplancke Lab eGFP IVT
1268	UT380-382	Pf3a_Enz_Res_egfp	ZNF578.DBD	ZNF578.DBD	ZNF578	Deplancke Lab eGFP IVT
1269	UT380-383	Pf3a_Enz_Res_egfp	ZNF578.FL	ZNF578.FL	ZNF578	Deplancke Lab eGFP IVT
1270	UT380-384	Pf3a_Enz_Res_egfp	ZNF579.FL	ZNF579.FL	ZNF579	Deplancke Lab eGFP IVT
1271	UT380-385	Pf3a_Enz_Res_egfp	ZNF587B.DBD	ZNF587B.DBD	ZNF587B	Deplancke Lab eGFP IVT
1272	UT380-386	Pf3a_Enz_Res_egfp	ZNF587B.FL	ZNF587B.FL	ZNF587B	Deplancke Lab eGFP IVT
1273	UT380-387	Pf3a_Enz_Res_egfp	ZNF592.DBD.1	ZNF592.DBD.1	ZNF592	Deplancke Lab eGFP IVT
1274	UT380-388	Pf3a_Enz_Res_egfp	ZNF592.DBD.2	ZNF592.DBD.2	ZNF592	Deplancke Lab eGFP IVT
1275	UT380-389	Pf3a_Enz_Res_egfp	ZNF598.DBD	ZNF598.DBD	ZNF598	Deplancke Lab eGFP IVT
1276	UT380-390	Pf3a_Enz_Res_egfp	ZNF598.FL	ZNF598.FL	ZNF598	Deplancke Lab eGFP IVT
1277	UT380-391	Pf3a_Enz_Res_egfp	ZNF606.DBD	ZNF606.DBD	ZNF606	Deplancke Lab eGFP IVT
1278	UT380-392	Pf3a_Enz_Res_egfp	ZNF606.FL	ZNF606.FL	ZNF606	Deplancke Lab eGFP IVT
1279	UT380-393	Pf3a_Enz_Res_egfp	ZNF608.DBD	ZNF608.DBD	ZNF608	Deplancke Lab eGFP IVT
1280	UT380-394	Pf3a_Enz_Res_egfp	ZNF609.DBD	ZNF609.DBD	ZNF609	Deplancke Lab eGFP IVT
1281	UT380-395	Pf3a_Enz_Res_egfp	ZNF618.DBD	ZNF618.DBD	ZNF618	Deplancke Lab eGFP IVT
1282	UT380-396	Pf3a_Enz_Res_egfp	ZNF618.FL	ZNF618.FL	ZNF618	Deplancke Lab eGFP IVT
1283	UT380-397	Pf3a_Enz_Res_egfp	ZNF623.FL	ZNF623.FL	ZNF623	Deplancke Lab eGFP IVT
1284	UT380-398	Pf3a_Enz_Res_egfp	ZNF630.DBD	ZNF630.DBD	ZNF630	Deplancke Lab eGFP IVT
1285	UT380-399	Pf3a_Enz_Res_egfp	ZNF630.FL	ZNF630.FL	ZNF630	Deplancke Lab eGFP IVT
1286	UT380-400	Pf3a_Enz_Res_egfp	ZNF639.FL	ZNF639.FL	ZNF639	Deplancke Lab eGFP IVT
1287	UT380-401	Pf3a_Enz_Res_egfp	ZNF644.DBD	ZNF644.DBD	ZNF644	Deplancke Lab eGFP IVT
1288	UT380-402	Pf3a_Enz_Res_egfp	ZNF646.DBD.1	ZNF646.DBD.1	ZNF646	Deplancke Lab eGFP IVT
1289	UT380-403	Pf3a_Enz_Res_egfp	ZNF646.DBD.2	ZNF646.DBD.2	ZNF646	Deplancke Lab eGFP IVT
1290	UT380-404	Pf3a_Enz_Res_egfp	ZNF646.DBD.3	ZNF646.DBD.3	ZNF646	Deplancke Lab eGFP IVT
1291	UT380-405	Pf3a_Enz_Res_egfp	ZNF648.DBD	ZNF648.DBD	ZNF648	Deplancke Lab eGFP IVT
1292	UT380-406	Pf3a_Enz_Res_egfp	ZNF648.FL	ZNF648.FL	ZNF648	Deplancke Lab eGFP IVT
1293	UT380-407	Pf3a_Enz_Res_egfp	ZNF654.DBD	ZNF654.DBD	ZNF654	Deplancke Lab eGFP IVT
1294	UT380-408	Pf3a_Enz_Res_egfp	ZNF66.FL	ZNF66.FL	ZNF66	Deplancke Lab eGFP IVT
1295	UT380-409	Pf3a_Enz_Res_egfp	ZNF665.DBD	ZNF665.DBD	ZNF665	Deplancke Lab eGFP IVT
1296	UT380-410	Pf3a_Enz_Res_egfp	ZNF665.FL	ZNF665.FL	ZNF665	Deplancke Lab eGFP IVT
1297	UT380-411	Pf3a_Enz_Res_egfp	ZNF668.DBD.1	ZNF668.DBD.1	ZNF668	Deplancke Lab eGFP IVT
1298	UT380-412	Pf3a_Enz_Res_egfp	ZNF668.DBD.2	ZNF668.DBD.2	ZNF668	Deplancke Lab eGFP IVT
1299	UT380-413	Pf3a_Enz_Res_egfp	ZNF668.FL	ZNF668.FL	ZNF668	Deplancke Lab eGFP IVT
1300	UT380-414	Pf3a_Enz_Res_egfp	ZNF672.FL	ZNF672.FL	ZNF672	Deplancke Lab eGFP IVT
1301	UT380-415	Pf3a_Enz_Res_egfp	ZNF676.FL	ZNF676.FL	ZNF676	Deplancke Lab eGFP IVT
1302	UT380-416	Pf3a_Enz_Res_egfp	ZNF678.FL	ZNF678.FL	ZNF678	Deplancke Lab eGFP IVT
1303	UT380-417	Pf3a_Enz_Res_egfp	ZNF683.DBD	ZNF683.DBD	ZNF683	Deplancke Lab eGFP IVT
1304	UT380-418	Pf3a_Enz_Res_egfp	ZNF683.FL	ZNF683.FL	ZNF683	Deplancke Lab eGFP IVT
1305	UT380-419	Pf3a_Enz_Res_egfp	ZNF687.DBD.1	ZNF687.DBD.1	ZNF687	Deplancke Lab eGFP IVT
1306	UT380-420	Pf3a_Enz_Res_egfp	ZNF687.DBD.2	ZNF687.DBD.2	ZNF687	Deplancke Lab eGFP IVT
1307	UT380-421	Pf3a_Enz_Res_egfp	ZNF688.FL	ZNF688.FL	ZNF688	Deplancke Lab eGFP IVT
1308	UT380-422	Pf3a_Enz_Res_egfp	ZNF689.FL	ZNF689.FL	ZNF689	Deplancke Lab eGFP IVT
1309	UT380-423	Pf3a_Enz_Res_egfp	ZNF696.FL	ZNF696.FL	ZNF696	Deplancke Lab eGFP IVT
1310	UT380-424	Pf3a_Enz_Res_egfp	ZNF699.DBD	ZNF699.DBD	ZNF699	Deplancke Lab eGFP IVT
1311	UT380-425	Pf3a_Enz_Res_egfp	ZNF699.FL	ZNF699.FL	ZNF699	Deplancke Lab eGFP IVT
1312	UT380-426	Pf3a_Enz_Res_egfp	ZNF70.FL	ZNF70.FL	ZNF70	Deplancke Lab eGFP IVT
1313	UT380-427	Pf3a_Enz_Res_egfp	ZNF700.DBD.1	ZNF700.DBD.1	ZNF700	Deplancke Lab eGFP IVT
1314	UT380-428	Pf3a_Enz_Res_egfp	ZNF700.DBD.2	ZNF700.DBD.2	ZNF700	Deplancke Lab eGFP IVT
1315	UT380-429	Pf3a_Enz_Res_egfp	ZNF700.FL	ZNF700.FL	ZNF700	Deplancke Lab eGFP IVT
1316	UT380-430	Pf3a_Enz_Res_egfp	ZNF703.DBD	ZNF703.DBD	ZNF703	Deplancke Lab eGFP IVT
1317	UT380-431	Pf3a_Enz_Res_egfp	ZNF703.FL	ZNF703.FL	ZNF703	Deplancke Lab eGFP IVT
1318	UT380-432	Pf3a_Enz_Res_egfp	ZNF705E.FL	ZNF705E.FL	ZNF705EP	Deplancke Lab eGFP IVT
1319	UT380-433	Pf3a_Enz_Res_egfp	ZNF706.FL	ZNF706.FL	ZNF706	Deplancke Lab eGFP IVT
1320	UT380-434	Pf3a_Enz_Res_egfp	ZNF709.FL	ZNF709.FL	ZNF709	Deplancke Lab eGFP IVT
1321	UT380-435	Pf3a_Enz_Res_egfp	ZNF717.DBD.1	ZNF717.DBD.1	ZNF717	Deplancke Lab eGFP IVT
1322	UT380-436	Pf3a_Enz_Res_egfp	ZNF717.DBD.2	ZNF717.DBD.2	ZNF717	Deplancke Lab eGFP IVT
1323	UT380-437	Pf3a_Enz_Res_egfp	ZNF717.FL	ZNF717.FL	ZNF717	Deplancke Lab eGFP IVT
1324	UT380-438	Pf3a_Enz_Res_egfp	ZNF721.DBD.1	ZNF721.DBD.1	ZNF721	Deplancke Lab eGFP IVT
1325	UT380-439	Pf3a_Enz_Res_egfp	ZNF721.DBD.2	ZNF721.DBD.2	ZNF721	Deplancke Lab eGFP IVT
1326	UT380-440	Pf3a_Enz_Res_egfp	ZNF721.FL	ZNF721.FL	ZNF721	Deplancke Lab eGFP IVT
1327	UT380-441	Pf3a_Enz_Res_egfp	ZNF724.DBD	ZNF724.DBD	ZNF724	Deplancke Lab eGFP IVT
1328	UT380-442	Pf3a_Enz_Res_egfp	ZNF724.FL	ZNF724.FL	ZNF724	Deplancke Lab eGFP IVT
1329	UT380-443	Pf3a_Enz_Res_egfp	ZNF726.DBD.1	ZNF726.DBD.1	ZNF726	Deplancke Lab eGFP IVT
1330	UT380-444	Pf3a_Enz_Res_egfp	ZNF726.DBD.2	ZNF726.DBD.2	ZNF726	Deplancke Lab eGFP IVT
1331	UT380-445	Pf3a_Enz_Res_egfp	ZNF726.FL	ZNF726.FL	ZNF726	Deplancke Lab eGFP IVT
1332	UT380-446	Pf3a_Enz_Res_egfp	ZNF728.DBD	ZNF728.DBD	ZNF728	Deplancke Lab eGFP IVT
1333	UT380-447	Pf3a_Enz_Res_egfp	ZNF728.FL	ZNF728.FL	ZNF728	Deplancke Lab eGFP IVT
1334	UT380-448	Pf3a_Enz_Res_egfp	ZNF729.DBD.1	ZNF729.DBD.1	ZNF729	Deplancke Lab eGFP IVT
1335	UT380-449	Pf3a_Enz_Res_egfp	ZNF729.DBD.2	ZNF729.DBD.2	ZNF729	Deplancke Lab eGFP IVT
1336	UT380-450	Pf3a_Enz_Res_egfp	ZNF729.DBD.3	ZNF729.DBD.3	ZNF729	Deplancke Lab eGFP IVT
1337	UT380-451	Pf3a_Enz_Res_egfp	ZNF732.DBD	ZNF732.DBD	ZNF732	Deplancke Lab eGFP IVT
1338	UT380-452	Pf3a_Enz_Res_egfp	ZNF732.FL	ZNF732.FL	ZNF732	Deplancke Lab eGFP IVT
1339	UT380-453	Pf3a_Enz_Res_egfp	ZNF746.DBD	ZNF746.DBD	ZNF746	Deplancke Lab eGFP IVT
1340	UT380-454	Pf3a_Enz_Res_egfp	ZNF746.FL	ZNF746.FL	ZNF746	Deplancke Lab eGFP IVT
1341	UT380-455	Pf3a_Enz_Res_egfp	ZNF750.DBD	ZNF750.DBD	ZNF750	Deplancke Lab eGFP IVT
1342	UT380-456	Pf3a_Enz_Res_egfp	ZNF750.FL	ZNF750.FL	ZNF750	Deplancke Lab eGFP IVT
1343	UT380-457	Pf3a_Enz_Res_egfp	ZNF763.FL	ZNF763.FL	ZNF763	Deplancke Lab eGFP IVT
1344	UT380-459	Pf3a_Enz_Res_egfp	ZNF772.FL	ZNF772.FL	ZNF772	Deplancke Lab eGFP IVT
1345	UT380-460	Pf3a_Enz_Res_egfp	ZNF773.FL	ZNF773.FL	ZNF773	Deplancke Lab eGFP IVT
1346	UT380-461	Pf3a_Enz_Res_egfp	ZNF775.FL	ZNF775.FL	ZNF775	Deplancke Lab eGFP IVT
1347	UT380-462	Pf3a_Enz_Res_egfp	ZNF780B.DBD.1	ZNF780B.DBD.1	ZNF780B	Deplancke Lab eGFP IVT
1348	UT380-463	Pf3a_Enz_Res_egfp	ZNF780B.DBD.2	ZNF780B.DBD.2	ZNF780B	Deplancke Lab eGFP IVT
1349	UT380-464	Pf3a_Enz_Res_egfp	ZNF780B.FL	ZNF780B.FL	ZNF780B	Deplancke Lab eGFP IVT
1350	UT380-465	Pf3a_Enz_Res_egfp	ZNF781.FL	ZNF781.FL	ZNF781	Deplancke Lab eGFP IVT
1351	UT380-466	Pf3a_Enz_Res_egfp	ZNF788.FL	ZNF788.FL	ZNF788P	Deplancke Lab eGFP IVT
1352	UT380-467	Pf3a_Enz_Res_egfp	ZNF800.DBD	ZNF800.DBD	ZNF800	Deplancke Lab eGFP IVT
1353	UT380-468	Pf3a_Enz_Res_egfp	ZNF800.FL	ZNF800.FL	ZNF800	Deplancke Lab eGFP IVT
1354	UT380-469	Pf3a_Enz_Res_egfp	ZNF804A.DBD	ZNF804A.DBD	ZNF804A	Deplancke Lab eGFP IVT
1355	UT380-470	Pf3a_Enz_Res_egfp	ZNF813.DBD	ZNF813.DBD	ZNF813	Deplancke Lab eGFP IVT
1356	UT380-471	Pf3a_Enz_Res_egfp	ZNF813.FL	ZNF813.FL	ZNF813	Deplancke Lab eGFP IVT
1357	UT380-472	Pf3a_Enz_Res_egfp	ZNF814.DBD	ZNF814.DBD	ZNF814	Deplancke Lab eGFP IVT
1358	UT380-473	Pf3a_Enz_Res_egfp	ZNF814.FL	ZNF814.FL	ZNF814	Deplancke Lab eGFP IVT
1359	UT380-474	Pf3a_Enz_Res_egfp	ZNF827.DBD.1	ZNF827.DBD.1	ZNF827	Deplancke Lab eGFP IVT
1360	UT380-475	Pf3a_Enz_Res_egfp	ZNF827.DBD.2	ZNF827.DBD.2	ZNF827	Deplancke Lab eGFP IVT
1361	UT380-476	Pf3a_Enz_Res_egfp	ZNF83.FL	ZNF83.FL	ZNF83	Deplancke Lab eGFP IVT
1362	UT380-477	Pf3a_Enz_Res_egfp	ZNF831.DBD	ZNF831.DBD	ZNF831	Deplancke Lab eGFP IVT
1363	UT380-478	Pf3a_Enz_Res_egfp	ZNF836.DBD.1	ZNF836.DBD.1	ZNF836	Deplancke Lab eGFP IVT
1364	UT380-479	Pf3a_Enz_Res_egfp	ZNF836.DBD.2	ZNF836.DBD.2	ZNF836	Deplancke Lab eGFP IVT
1365	UT380-480	Pf3a_Enz_Res_egfp	ZNF836.FL	ZNF836.FL	ZNF836	Deplancke Lab eGFP IVT
1366	UT380-481	Pf3a_Enz_Res_egfp	ZNF841.DBD.1	ZNF841.DBD.1	ZNF841	Deplancke Lab eGFP IVT
1367	UT380-482	Pf3a_Enz_Res_egfp	ZNF841.DBD.2	ZNF841.DBD.2	ZNF841	Deplancke Lab eGFP IVT
1368	UT380-483	Pf3a_Enz_Res_egfp	ZNF841.FL	ZNF841.FL	ZNF841	Deplancke Lab eGFP IVT
1369	UT380-484	Pf3a_Enz_Res_egfp	ZNF844.DBD	ZNF844.DBD	ZNF844	Deplancke Lab eGFP IVT
1370	UT380-485	Pf3a_Enz_Res_egfp	ZNF844.FL	ZNF844.FL	ZNF844	Deplancke Lab eGFP IVT
1371	UT380-486	Pf3a_Enz_Res_egfp	ZNF845.DBD.1	ZNF845.DBD.1	ZNF845	Deplancke Lab eGFP IVT
1372	UT380-487	Pf3a_Enz_Res_egfp	ZNF845.DBD.2	ZNF845.DBD.2	ZNF845	Deplancke Lab eGFP IVT
1373	UT380-488	Pf3a_Enz_Res_egfp	ZNF845.FL	ZNF845.FL	ZNF845	Deplancke Lab eGFP IVT
1374	UT380-489	Pf3a_Enz_Res_egfp	ZNF850.DBD.1	ZNF850.DBD.1	ZNF850	Deplancke Lab eGFP IVT
1375	UT380-490	Pf3a_Enz_Res_egfp	ZNF850.DBD.2	ZNF850.DBD.2	ZNF850	Deplancke Lab eGFP IVT
1376	UT380-491	Pf3a_Enz_Res_egfp	ZNF853.DBD	ZNF853.DBD	ZNF853	Deplancke Lab eGFP IVT
1377	UT380-492	Pf3a_Enz_Res_egfp	ZNF853.FL	ZNF853.FL	ZNF853	Deplancke Lab eGFP IVT
1378	UT380-493	Pf3a_Enz_Res_egfp	ZNF865.DBD.1	ZNF865.DBD.1	ZNF865	Deplancke Lab eGFP IVT
1379	UT380-494	Pf3a_Enz_Res_egfp	ZNF865.DBD.2	ZNF865.DBD.2	ZNF865	Deplancke Lab eGFP IVT
1380	UT380-495	Pf3a_Enz_Res_egfp	ZNF878.FL	ZNF878.FL	ZNF878	Deplancke Lab eGFP IVT
1381	UT380-496	Pf3a_Enz_Res_egfp	ZNF888.DBD	ZNF888.DBD	ZNF888	Deplancke Lab eGFP IVT
1382	UT380-497	Pf3a_Enz_Res_egfp	ZNF888.FL	ZNF888.FL	ZNF888	Deplancke Lab eGFP IVT
1383	UT380-498	Pf3a_Enz_Res_egfp	ZNF91.DBD.1	ZNF91.DBD.1	ZNF91	Deplancke Lab eGFP IVT
1384	UT380-499	Pf3a_Enz_Res_egfp	ZNF91.DBD.2	ZNF91.DBD.2	ZNF91	Deplancke Lab eGFP IVT
1385	UT380-500	Pf3a_Enz_Res_egfp	ZNF91.DBD.3	ZNF91.DBD.3	ZNF91	Deplancke Lab eGFP IVT
1386	UT380-501	Pf3a_Enz_Res_egfp	ZNF92.FL	ZNF92.FL	ZNF92	Deplancke Lab eGFP IVT
1387	UT380-502	Pf3a_Enz_Res_egfp	ZSCAN12.DBD	ZSCAN12.DBD	ZSCAN12	Deplancke Lab eGFP IVT
1388	UT380-503	Pf3a_Enz_Res_egfp	ZSCAN12.FL	ZSCAN12.FL	ZSCAN12	Deplancke Lab eGFP IVT
1389	UT380-504	Pf3a_Enz_Res_egfp	ZSCAN18.DBD	ZSCAN18.DBD	ZSCAN18	Deplancke Lab eGFP IVT
1390	UT380-505	Pf3a_Enz_Res_egfp	ZSCAN18.FL	ZSCAN18.FL	ZSCAN18	Deplancke Lab eGFP IVT
1391	UT380-506	Pf3a_Enz_Res_egfp	ZSCAN2.DBD	ZSCAN2.DBD	ZSCAN2	Deplancke Lab eGFP IVT
1392	UT380-507	Pf3a_Enz_Res_egfp	ZSCAN2.FL	ZSCAN2.FL	ZSCAN2	Deplancke Lab eGFP IVT
1393	UT380-508	Pf3a_Enz_Res_egfp	ZSCAN25.DBD	ZSCAN25.DBD	ZSCAN25	Deplancke Lab eGFP IVT
1394	UT380-509	Pf3a_Enz_Res_egfp	ZSCAN25.FL	ZSCAN25.FL	ZSCAN25	Deplancke Lab eGFP IVT
1395	UT380-510	Pf3a_Enz_Res_egfp	ZUFSP.DBD	ZUFSP.DBD	ZUP1	Deplancke Lab eGFP IVT
1396	UT380-511	Pf3a_Enz_Res_egfp	ZUFSP.FL	ZUFSP.FL	ZUP1	Deplancke Lab eGFP IVT
1397	UT380-512	Pf3a_Enz_Res_egfp	ZXDA.DBD	ZXDA.DBD	ZXDA	Deplancke Lab eGFP IVT
1398	UT380-513	Pf3a_Enz_Res_egfp	ZXDA.FL	ZXDA.FL	ZXDA	Deplancke Lab eGFP IVT
1399	UT380-514	Pf3a_Enz_Res_egfp	ZXDB.DBD	ZXDB.DBD	ZXDB	Deplancke Lab eGFP IVT
1400	UT380-515	Pf3a_Enz_Res_egfp	ZXDB.FL	ZXDB.FL	ZXDB	Deplancke Lab eGFP IVT
1401	UT380-516	Pf3a_Enz_Res_egfp	ZXDC.DBD	ZXDC.DBD	ZXDC	Deplancke Lab eGFP IVT
1402	UT380-517	Pf3a_Enz_Res_egfp	ZXDC.FL	ZXDC.FL	ZXDC	Deplancke Lab eGFP IVT
1403	pTH13666	pTH13195	ZNF207.FL	ZNF207.FL	ZNF207	codebook clone
1404	pTH13687	pTH13195	ZNF385A.FL	ZNF385A.FL	ZNF385A	codebook clone
1405	pTH13717	pTH13195	ZNF579.FL	ZNF579.FL	ZNF579	codebook clone
1406	pTH13429	pTH13195	ZNF326.FL	ZNF326.FL	ZNF326	codebook clone
1407	pTH13877	pTH13195	PURB.FL	PURB.FL	PURB	codebook clone
1408	pTH13878	pTH13195	PURG.FL	PURG.FL	PURG	codebook clone
1409	pTH13891	pTH13195	TCF20.FL	TCF20.FL	TCF20	codebook clone
