EXP_ID	TF	ReadsID	FilePath	Peaks (/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.1/peaks-interval/)	macs2-pemode-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	readAlignedCount	alignPercent	readCount
EXP992252	ZNF251	READS992504,READS992505	MICHELLE_0314/Sample_13674_ZNF251_ChIP2_IGO_10521_B_18/13674_ZNF251_ChIP2_IGO_10521_B_18_S81_R1_001.fastq.gz,MICHELLE_0314/Sample_13674_ZNF251_ChIP2_IGO_10521_B_18/13674_ZNF251_ChIP2_IGO_10521_B_18_S81_R2_001.fastq.gz	PEAKS992230	19240	10999	10664	177103	225	9.37E-02	1.82E-02	3.25E-02	6.22E-03	0.99681	1.04654	0.99714	364.29873	2.60563	36250996	90.46952568	40069842
EXP992253	ZNF275	READS992506,READS992507	MICHELLE_0314/Sample_13675_ZNF275_ChIP1_IGO_10521_B_170/13675_ZNF275_ChIP1_IGO_10521_B_170_S52_R1_001.fastq.gz,MICHELLE_0314/Sample_13675_ZNF275_ChIP1_IGO_10521_B_170/13675_ZNF275_ChIP1_IGO_10521_B_170_S52_R2_001.fastq.gz	PEAKS992231	26091	2289	8974	3168	265	3.26E-03	5.44E-03	7.92E-02	1.57E-02	0.99406	1.03633	0.99437	185.01116	1.32438	58533820	88.52092384	66124276
EXP992254	ZNF275	READS992508,READS992509	MICHELLE_0314/Sample_13675_ZNF275_ChIP2_IGO_10521_B_26/13675_ZNF275_ChIP2_IGO_10521_B_26_S28_R1_001.fastq.gz,MICHELLE_0314/Sample_13675_ZNF275_ChIP2_IGO_10521_B_26/13675_ZNF275_ChIP2_IGO_10521_B_26_S28_R2_001.fastq.gz	PEAKS992232	3913	37	1795	48516	235	2.10E-02	8.50E-05	1.07E-02	2.25E-03	0.99737	1.00838	0.99758	424.71289	1.16811	42804572	90.75914845	47162818
EXP992255	ZNF280B	READS992510,READS992511	MICHELLE_0314/Sample_13676_ZNF280B_ChIP1_IGO_10521_B_177/13676_ZNF280B_ChIP1_IGO_10521_B_177_S162_R1_001.fastq.gz,MICHELLE_0314/Sample_13676_ZNF280B_ChIP1_IGO_10521_B_177/13676_ZNF280B_ChIP1_IGO_10521_B_177_S162_R2_001.fastq.gz	PEAKS992233	5317	205	1488	109380	195	4.89E-02	2.73E-04	7.27E-03	7.31E-04	0.99751	1.01047	0.99768	444.52224	1.24147	38873860	88.72070779	43815994
EXP992256	ZNF280B	READS992512,READS992513	MICHELLE_0314/Sample_13676_ZNF280B_ChIP2_IGO_10521_B_34/13676_ZNF280B_ChIP2_IGO_10521_B_34_S46_R1_001.fastq.gz,MICHELLE_0314/Sample_13676_ZNF280B_ChIP2_IGO_10521_B_34/13676_ZNF280B_ChIP2_IGO_10521_B_34_S46_R2_001.fastq.gz	PEAKS992234	170	143	243	13638	170	6.23E-03	1.72E-04	7.45E-04	9.83E-05	0.99722	1.00736	0.99754	425.67206	1.13668	46579682	86.32255866	53960034
EXP992257	ZNF280D	READS992514,READS992515	MICHELLE_0314/Sample_13677_ZNF280D_ChIP1_IGO_10521_B_98/13677_ZNF280D_ChIP1_IGO_10521_B_98_S183_R1_001.fastq.gz,MICHELLE_0314/Sample_13677_ZNF280D_ChIP1_IGO_10521_B_98/13677_ZNF280D_ChIP1_IGO_10521_B_98_S183_R2_001.fastq.gz	PEAKS992235	27288	4794	6483	191537	205	9.82E-02	6.96E-03	3.85E-02	4.08E-03	0.99648	1.02957	0.99717	390.95115	1.40032	33931148	85.30447463	39776516
EXP992258	ZNF280D	READS992516,READS992517	MICHELLE_0314/Sample_13677_ZNF280D_ChIP2_IGO_10521_B_42/13677_ZNF280D_ChIP2_IGO_10521_B_42_S61_R1_001.fastq.gz,MICHELLE_0314/Sample_13677_ZNF280D_ChIP2_IGO_10521_B_42/13677_ZNF280D_ChIP2_IGO_10521_B_42_S61_R2_001.fastq.gz	PEAKS992236	31	0	0	166432	170	6.85E-02	0.00E+00	6.32E-04	0.00E+00	0.99797	1.00691	0.99824	604.57527	0.97224	30847404	90.02501359	34265370
EXP992259	ZNF326	READS992518,READS992519	MICHELLE_0314/Sample_13681_ZNF326_ChIP1_IGO_10521_B_106/13681_ZNF326_ChIP1_IGO_10521_B_106_S55_R1_001.fastq.gz,MICHELLE_0314/Sample_13681_ZNF326_ChIP1_IGO_10521_B_106/13681_ZNF326_ChIP1_IGO_10521_B_106_S55_R2_001.fastq.gz	PEAKS992237	50	8	6	54	170	2.94E-05	1.68E-05	2.83E-04	9.08E-07	0.99638	1.00614	0.99664	305.30344	1.08524	63757146	88.25532834	72241696
EXP992260	ZNF326	READS992520,READS992521	MICHELLE_0314/Sample_13681_ZNF326_ChIP2_IGO_10521_B_50/13681_ZNF326_ChIP2_IGO_10521_B_50_S42_R1_001.fastq.gz,MICHELLE_0314/Sample_13681_ZNF326_ChIP2_IGO_10521_B_50/13681_ZNF326_ChIP2_IGO_10521_B_50_S42_R2_001.fastq.gz	PEAKS992238	27	1	0	181	185	8.57E-05	1.63E-06	3.55E-04	0.00E+00	0.99678	1.00640	0.99711	359.54657	1.07212	57410300	85.3116944	67294760
EXP992261	CONTROL	READS992522,READS992523	MICHELLE_0314/Sample_13681_ZNF326_INPUT2_IGO_10521_B_140/13681_ZNF326_INPUT2_IGO_10521_B_140_S19_R1_001.fastq.gz,MICHELLE_0314/Sample_13681_ZNF326_INPUT2_IGO_10521_B_140/13681_ZNF326_INPUT2_IGO_10521_B_140_S19_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	250	NA	NA	NA	NA	0.99723	1.00531	0.99754	421.17342	1.03927	46196690	84.36749667	54756502
EXP992262	ZNF347	READS992524,READS992525	MICHELLE_0314/Sample_13683_ZNF347_ChIP1_IGO_10521_B_114/13683_ZNF347_ChIP1_IGO_10521_B_114_S57_R1_001.fastq.gz,MICHELLE_0314/Sample_13683_ZNF347_ChIP1_IGO_10521_B_114/13683_ZNF347_ChIP1_IGO_10521_B_114_S57_R2_001.fastq.gz	PEAKS992239	59802	26283	20150	60569	220	7.65E-02	9.45E-02	2.32E-01	2.53E-02	0.95705	1.76514	0.97534	61.51264	1.90226	50733258	77.56328118	65408860
EXP992263	ZNF347	READS992526,READS992527	MICHELLE_0314/Sample_13683_ZNF347_ChIP2_IGO_10521_B_58/13683_ZNF347_ChIP2_IGO_10521_B_58_S1_R1_001.fastq.gz,MICHELLE_0314/Sample_13683_ZNF347_ChIP2_IGO_10521_B_58/13683_ZNF347_ChIP2_IGO_10521_B_58_S1_R2_001.fastq.gz	PEAKS992240	474	59	272	149834	150	5.86E-02	6.83E-05	8.85E-04	1.31E-04	0.99779	1.00696	0.99805	538.19417	1.08500	35608256	90.13119604	39507138
EXP992264	ZNF358	READS992528,READS992529	MICHELLE_0314/Sample_13684_ZNF358_ChIP1_IGO_10521_B_122/13684_ZNF358_ChIP1_IGO_10521_B_122_S172_R1_001.fastq.gz,MICHELLE_0314/Sample_13684_ZNF358_ChIP1_IGO_10521_B_122/13684_ZNF358_ChIP1_IGO_10521_B_122_S172_R2_001.fastq.gz	PEAKS992241	5221	188	1908	16903	230	8.68E-03	3.15E-04	8.12E-03	1.16E-03	0.99710	1.00964	0.99739	396.15278	1.19148	45886538	90.0255257	50970586
EXP992265	ZNF358	READS992530,READS992531	MICHELLE_0314/Sample_13684_ZNF358_ChIP2_IGO_10521_B_66/13684_ZNF358_ChIP2_IGO_10521_B_66_S130_R1_001.fastq.gz,MICHELLE_0314/Sample_13684_ZNF358_ChIP2_IGO_10521_B_66/13684_ZNF358_ChIP2_IGO_10521_B_66_S130_R2_001.fastq.gz	PEAKS992242	155	20	95	86212	180	3.67E-02	2.63E-05	3.31E-04	3.21E-05	0.99773	1.00539	0.99797	509.49175	1.13324	37353344	89.17691608	41886786
EXP992266	ZNF362	READS992532,READS992533	MICHELLE_0314/Sample_13685_ZNF362_ChIP1_IGO_10521_B_129/13685_ZNF362_ChIP1_IGO_10521_B_129_S175_R1_001.fastq.gz,MICHELLE_0314/Sample_13685_ZNF362_ChIP1_IGO_10521_B_129/13685_ZNF362_ChIP1_IGO_10521_B_129_S175_R2_001.fastq.gz	PEAKS992243	174212	71729	38381	290207	280	2.31E-01	1.01E-01	2.63E-01	2.81E-02	0.99279	1.15426	0.99293	143.80883	2.20023	38752358	90.77148822	42692214
EXP992267	ZNF362	READS992534,READS992535	MICHELLE_0314/Sample_13685_ZNF362_ChIP2_IGO_10521_B_82/13685_ZNF362_ChIP2_IGO_10521_B_82_S78_R1_001.fastq.gz,MICHELLE_0314/Sample_13685_ZNF362_ChIP2_IGO_10521_B_82/13685_ZNF362_ChIP2_IGO_10521_B_82_S78_R2_001.fastq.gz	PEAKS992244	108849	53539	29133	168995	220	1.45E-01	6.94E-02	1.50E-01	1.86E-02	0.99435	1.11659	0.99464	191.43209	2.36378	40742110	90.71388217	44912762
EXP992268	ZNF385A	READS992536,READS992537	MICHELLE_0314/Sample_13687_ZNF385A_ChIP1_IGO_10521_B_136/13687_ZNF385A_ChIP1_IGO_10521_B_136_S149_R1_001.fastq.gz,MICHELLE_0314/Sample_13687_ZNF385A_ChIP1_IGO_10521_B_136/13687_ZNF385A_ChIP1_IGO_10521_B_136_S149_R2_001.fastq.gz	PEAKS992245	1108	76	683	16506	190	8.02E-03	9.46E-05	1.58E-03	3.45E-04	0.99713	1.00657	0.99748	408.85360	1.05363	45078756	90.32691833	49906226
EXP992269	ZNF385A	READS992538,READS992539	MICHELLE_0314/Sample_13687_ZNF385A_ChIP2_IGO_10521_B_74/13687_ZNF385A_ChIP2_IGO_10521_B_74_S76_R1_001.fastq.gz,MICHELLE_0314/Sample_13687_ZNF385A_ChIP2_IGO_10521_B_74/13687_ZNF385A_ChIP2_IGO_10521_B_74_S76_R2_001.fastq.gz	PEAKS992246	17	0	1	88135	180	3.54E-02	0.00E+00	1.97E-04	2.25E-07	0.99764	1.00534	0.99789	491.93291	0.97936	39206910	89.84877267	43636556
EXP992270	ZNF385B	READS992540,READS992541	MICHELLE_0314/Sample_13688_ZNF385B_ChIP1_IGO_10521_B_143/13688_ZNF385B_ChIP1_IGO_10521_B_143_S49_R1_001.fastq.gz,MICHELLE_0314/Sample_13688_ZNF385B_ChIP1_IGO_10521_B_143/13688_ZNF385B_ChIP1_IGO_10521_B_143_S49_R2_001.fastq.gz	PEAKS992247	27	2	8	17297	175	7.17E-03	1.36E-06	2.42E-04	3.13E-06	0.99712	1.00495	0.99733	385.87076	1.06334	49661154	88.30991343	56235084
EXP992271	ZNF385B	READS992542,READS992543	MICHELLE_0314/Sample_13688_ZNF385B_ChIP2_IGO_10521_B_90/13688_ZNF385B_ChIP2_IGO_10521_B_90_S117_R1_001.fastq.gz,MICHELLE_0314/Sample_13688_ZNF385B_ChIP2_IGO_10521_B_90/13688_ZNF385B_ChIP2_IGO_10521_B_90_S117_R2_001.fastq.gz	PEAKS992248	21	0	1	93261	165	3.61E-02	0.00E+00	1.75E-04	2.71E-07	0.99752	1.00605	0.99787	490.07275	1.19633	40710390	90.1887339	45139108
EXP992272	ZNF385C	READS992544,READS992545	MICHELLE_0314/Sample_13689_ZNF385C_ChIP1_IGO_10521_B_150/13689_ZNF385C_ChIP1_IGO_10521_B_150_S51_R1_001.fastq.gz,MICHELLE_0314/Sample_13689_ZNF385C_ChIP1_IGO_10521_B_150/13689_ZNF385C_ChIP1_IGO_10521_B_150_S51_R2_001.fastq.gz	PEAKS992249	104	5	13	69	150	4.06E-05	5.18E-06	2.16E-04	7.90E-06	0.99630	1.00539	0.99652	293.34872	1.19398	63536492	86.23038127	73682258
EXP992273	ZNF385C	READS992546,READS992547	MICHELLE_0314/Sample_13689_ZNF385C_ChIP2_IGO_10521_B_4/13689_ZNF385C_ChIP2_IGO_10521_B_4_S31_R1_001.fastq.gz,MICHELLE_0314/Sample_13689_ZNF385C_ChIP2_IGO_10521_B_4/13689_ZNF385C_ChIP2_IGO_10521_B_4_S31_R2_001.fastq.gz	PEAKS992250	16	1	9	44424	170	1.82E-02	1.49E-06	1.56E-04	4.26E-06	0.99739	1.00494	0.99776	464.31741	1.01070	42391384	90.53383576	46823802
EXP992274	ZNF395	READS992548,READS992549	MICHELLE_0314/Sample_13690_ZNF395_ChIP1_IGO_10521_B_157/13690_ZNF395_ChIP1_IGO_10521_B_157_S154_R1_001.fastq.gz,MICHELLE_0314/Sample_13690_ZNF395_ChIP1_IGO_10521_B_157/13690_ZNF395_ChIP1_IGO_10521_B_157_S154_R2_001.fastq.gz	PEAKS992251	114	2	82	7814	210	3.40E-03	2.68E-06	4.08E-04	3.01E-05	0.99707	1.00536	0.99738	393.80713	1.02459	49950698	89.78794415	55631854
EXP992275	ZNF395	READS992550,READS992551	MICHELLE_0314/Sample_13690_ZNF395_ChIP2_IGO_10521_B_12/13690_ZNF395_ChIP2_IGO_10521_B_12_S140_R1_001.fastq.gz,MICHELLE_0314/Sample_13690_ZNF395_ChIP2_IGO_10521_B_12/13690_ZNF395_ChIP2_IGO_10521_B_12_S140_R2_001.fastq.gz	PEAKS992252	4626	95	1666	18200	160	8.94E-03	1.16E-04	7.28E-03	1.04E-03	0.99711	1.00851	0.99737	391.35204	1.09449	46580482	88.81924144	52444134
EXP992276	ZNF470	READS992552,READS992553	MICHELLE_0314/Sample_13696_ZNF470_ChIP1_IGO_10521_B_164/13696_ZNF470_ChIP1_IGO_10521_B_164_S159_R1_001.fastq.gz,MICHELLE_0314/Sample_13696_ZNF470_ChIP1_IGO_10521_B_164/13696_ZNF470_ChIP1_IGO_10521_B_164_S159_R2_001.fastq.gz	PEAKS992253	437	124	317	22784	215	1.04E-02	3.47E-04	1.25E-03	1.83E-04	0.99731	1.00690	0.99759	429.87287	1.32196	43672476	89.56069432	48762994
EXP992277	ZNF470	READS992554,READS992555	MICHELLE_0314/Sample_13696_ZNF470_ChIP2_IGO_10521_B_20/13696_ZNF470_ChIP2_IGO_10521_B_20_S143_R1_001.fastq.gz,MICHELLE_0314/Sample_13696_ZNF470_ChIP2_IGO_10521_B_20/13696_ZNF470_ChIP2_IGO_10521_B_20_S143_R2_001.fastq.gz	PEAKS992254	2841	1659	1704	28137	215	1.69E-02	4.26E-03	7.39E-03	1.24E-03	0.99649	1.03455	0.99702	361.12851	2.07521	43470944	89.33559966	48660270
EXP992278	ZNF471	READS992556,READS992557	MICHELLE_0314/Sample_13697_ZNF471_ChIP1_IGO_10521_B_171/13697_ZNF471_ChIP1_IGO_10521_B_171_S100_R1_001.fastq.gz,MICHELLE_0314/Sample_13697_ZNF471_ChIP1_IGO_10521_B_171/13697_ZNF471_ChIP1_IGO_10521_B_171_S100_R2_001.fastq.gz	PEAKS992255	11802	10444	9345	96202	220	7.42E-02	3.60E-02	4.96E-02	9.73E-03	0.99198	1.23846	0.99319	167.17050	2.94077	39776726	89.49902789	44443752
EXP992279	ZNF471	READS992558,READS992559	MICHELLE_0314/Sample_13697_ZNF471_ChIP2_IGO_10521_B_28/13697_ZNF471_ChIP2_IGO_10521_B_28_S29_R1_001.fastq.gz,MICHELLE_0314/Sample_13697_ZNF471_ChIP2_IGO_10521_B_28/13697_ZNF471_ChIP2_IGO_10521_B_28_S29_R2_001.fastq.gz	PEAKS992256	5145	4613	4317	53474	195	3.24E-02	1.08E-02	1.43E-02	3.46E-03	0.99628	1.04733	0.99672	323.98678	3.07906	42747806	89.94484909	47526686
EXP992280	ZNF474	READS992560,READS992561	MICHELLE_0314/Sample_13698_ZNF474_ChIP1_IGO_10521_B_178/13698_ZNF474_ChIP1_IGO_10521_B_178_S104_R1_001.fastq.gz,MICHELLE_0314/Sample_13698_ZNF474_ChIP1_IGO_10521_B_178/13698_ZNF474_ChIP1_IGO_10521_B_178_S104_R2_001.fastq.gz	PEAKS992257	21	2	4	22757	180	9.65E-03	2.02E-06	3.29E-04	9.87E-07	0.99735	1.00669	0.99763	439.31966	1.07064	44257836	90.17523172	49079814
EXP992281	ZNF474	READS992562,READS992563	MICHELLE_0314/Sample_13698_ZNF474_ChIP2_IGO_10521_B_36/13698_ZNF474_ChIP2_IGO_10521_B_36_S4_R1_001.fastq.gz,MICHELLE_0314/Sample_13698_ZNF474_ChIP2_IGO_10521_B_36/13698_ZNF474_ChIP2_IGO_10521_B_36_S4_R2_001.fastq.gz	PEAKS992258	32	8	32	125915	160	5.25E-02	1.68E-05	4.15E-04	1.42E-05	0.99784	1.00736	0.99815	569.39112	1.14686	34169874	89.97838299	37975648
EXP992282	ZNF48	READS992564,READS992565	MICHELLE_0314/Sample_13699_ZNF48_ChIP1_IGO_10521_B_99/13699_ZNF48_ChIP1_IGO_10521_B_99_S41_R1_001.fastq.gz,MICHELLE_0314/Sample_13699_ZNF48_ChIP1_IGO_10521_B_99/13699_ZNF48_ChIP1_IGO_10521_B_99_S41_R2_001.fastq.gz	PEAKS992259	7643	372	2368	13145	250	6.96E-03	1.78E-03	1.50E-02	2.47E-03	0.99625	1.02595	0.99668	318.74691	1.19994	49305664	89.58113729	55040230
EXP992283	ZNF48	READS992566,READS992567	MICHELLE_0314/Sample_13699_ZNF48_ChIP2_IGO_10521_B_44/13699_ZNF48_ChIP2_IGO_10521_B_44_S62_R1_001.fastq.gz,MICHELLE_0314/Sample_13699_ZNF48_ChIP2_IGO_10521_B_44/13699_ZNF48_ChIP2_IGO_10521_B_44_S62_R2_001.fastq.gz	PEAKS992260	6960	352	3233	147132	195	7.20E-02	1.14E-03	1.44E-02	3.03E-03	0.99784	1.02197	0.99801	526.81515	1.22034	28672730	89.61437919	31995680
EXP992284	ZNF493	READS992568,READS992569	MICHELLE_0314/Sample_13700_ZNF493_ChIP1_IGO_10521_B_107/13700_ZNF493_ChIP1_IGO_10521_B_107_S107_R1_001.fastq.gz,MICHELLE_0314/Sample_13700_ZNF493_ChIP1_IGO_10521_B_107/13700_ZNF493_ChIP1_IGO_10521_B_107_S107_R2_001.fastq.gz	PEAKS992261	220	177	205	26566	240	1.18E-02	5.23E-04	1.13E-03	1.52E-04	0.99723	1.00892	0.99755	426.65623	1.33645	44358634	89.29250101	49677894
EXP992285	ZNF493	READS992570,READS992571	MICHELLE_0314/Sample_13700_ZNF493_ChIP2_IGO_10521_B_52/13700_ZNF493_ChIP2_IGO_10521_B_52_S124_R1_001.fastq.gz,MICHELLE_0314/Sample_13700_ZNF493_ChIP2_IGO_10521_B_52/13700_ZNF493_ChIP2_IGO_10521_B_52_S124_R2_001.fastq.gz	PEAKS992262	401	312	363	88668	160	3.66E-02	8.64E-04	2.02E-03	3.37E-04	0.99748	1.01345	0.99778	473.85825	1.56606	39416586	87.00554738	45303532
EXP992286	ZNF497	READS992572,READS992573	MICHELLE_0314/Sample_13701_ZNF497_ChIP1_IGO_10521_B_115/13701_ZNF497_ChIP1_IGO_10521_B_115_S170_R1_001.fastq.gz,MICHELLE_0314/Sample_13701_ZNF497_ChIP1_IGO_10521_B_115/13701_ZNF497_ChIP1_IGO_10521_B_115_S170_R2_001.fastq.gz	PEAKS992263	1480	43	595	28509	190	1.23E-02	6.36E-05	2.22E-03	3.40E-04	0.99718	1.00668	0.99750	413.36967	1.06169	46320946	89.51396956	51747170
EXP992287	ZNF497	READS992574,READS992575	MICHELLE_0314/Sample_13701_ZNF497_ChIP2_IGO_10521_B_60/13701_ZNF497_ChIP2_IGO_10521_B_60_S68_R1_001.fastq.gz,MICHELLE_0314/Sample_13701_ZNF497_ChIP2_IGO_10521_B_60/13701_ZNF497_ChIP2_IGO_10521_B_60_S68_R2_001.fastq.gz	PEAKS992264	51	6	24	87000	170	3.58E-02	1.30E-05	3.15E-04	1.10E-05	0.99768	1.00610	0.99795	507.37224	1.03345	38382698	89.72627788	42777544
EXP992288	ZNF507	READS992576,READS992577	MICHELLE_0314/Sample_13704_ZNF507_ChIP1_IGO_10521_B_123/13704_ZNF507_ChIP1_IGO_10521_B_123_S173_R1_001.fastq.gz,MICHELLE_0314/Sample_13704_ZNF507_ChIP1_IGO_10521_B_123/13704_ZNF507_ChIP1_IGO_10521_B_123_S173_R2_001.fastq.gz	PEAKS992265	4303	2104	2824	52231	210	2.62E-02	4.68E-03	1.07E-02	2.31E-03	0.99689	1.02468	0.99723	380.43990	1.73865	42796252	90.64027928	47215490
EXP992289	ZNF507	READS992578,READS992579	MICHELLE_0314/Sample_13704_ZNF507_ChIP2_IGO_10521_B_68/13704_ZNF507_ChIP2_IGO_10521_B_68_S25_R1_001.fastq.gz,MICHELLE_0314/Sample_13704_ZNF507_ChIP2_IGO_10521_B_68/13704_ZNF507_ChIP2_IGO_10521_B_68_S25_R2_001.fastq.gz	PEAKS992266	1411	1210	1397	82638	170	3.75E-02	2.22E-03	3.92E-03	1.16E-03	0.99744	1.01543	0.99777	473.82090	1.51152	37213326	89.68777706	41492082
EXP992290	ZNF510	READS992580,READS992581	MICHELLE_0314/Sample_13705_ZNF510_ChIP1_IGO_10521_B_130/13705_ZNF510_ChIP1_IGO_10521_B_130_S114_R1_001.fastq.gz,MICHELLE_0314/Sample_13705_ZNF510_ChIP1_IGO_10521_B_130/13705_ZNF510_ChIP1_IGO_10521_B_130_S114_R2_001.fastq.gz	PEAKS992267	6689	1553	2721	57330	170	2.82E-02	1.83E-03	1.06E-02	1.69E-03	0.99720	1.01447	0.99748	410.28817	1.28631	42405254	89.93145697	47152860
EXP992291	ZNF510	READS992582,READS992583	MICHELLE_0314/Sample_13705_ZNF510_ChIP2_IGO_10521_B_76/13705_ZNF510_ChIP2_IGO_10521_B_76_S134_R1_001.fastq.gz,MICHELLE_0314/Sample_13705_ZNF510_ChIP2_IGO_10521_B_76/13705_ZNF510_ChIP2_IGO_10521_B_76_S134_R2_001.fastq.gz	PEAKS992268	10823	2612	4259	100324	235	5.15E-02	4.37E-03	1.94E-02	2.67E-03	0.99737	1.02076	0.99756	421.75128	1.46162	37214972	90.77316156	40997770
EXP992292	ZNF516	READS992584,READS992585	MICHELLE_0314/Sample_13706_ZNF516_ChIP1_IGO_10521_B_137/13706_ZNF516_ChIP1_IGO_10521_B_137_S93_R1_001.fastq.gz,MICHELLE_0314/Sample_13706_ZNF516_ChIP1_IGO_10521_B_137/13706_ZNF516_ChIP1_IGO_10521_B_137_S93_R2_001.fastq.gz	PEAKS992269	299	70	671	100052	180	3.95E-02	6.20E-04	4.37E-03	1.83E-03	0.99672	1.01032	0.99744	429.95693	0.90556	40393900	86.56562989	46662746
EXP992293	ZNF516	READS992586,READS992587	MICHELLE_0314/Sample_13706_ZNF516_ChIP2_IGO_10521_B_84/13706_ZNF516_ChIP2_IGO_10521_B_84_S79_R1_001.fastq.gz,MICHELLE_0314/Sample_13706_ZNF516_ChIP2_IGO_10521_B_84/13706_ZNF516_ChIP2_IGO_10521_B_84_S79_R2_001.fastq.gz	PEAKS992270	384	83	887	94455	175	3.78E-02	1.15E-03	5.83E-03	2.75E-03	0.99647	1.01112	0.99741	435.52969	0.86127	39840500	85.54153619	46574450
EXP992294	ZNF609	READS992588,READS992589	MICHELLE_0314/Sample_13723_ZNF609_ChIP1_IGO_10521_B_144/13723_ZNF609_ChIP1_IGO_10521_B_144_S94_R1_001.fastq.gz,MICHELLE_0314/Sample_13723_ZNF609_ChIP1_IGO_10521_B_144/13723_ZNF609_ChIP1_IGO_10521_B_144_S94_R2_001.fastq.gz	PEAKS992271	15	0	0	121304	155	5.01E-02	0.00E+00	2.34E-03	0.00E+00	0.99789	1.00509	0.99819	574.38413	1.10322	33982472	89.17207989	38108870
EXP992295	ZNF609	READS992590,READS992591	MICHELLE_0314/Sample_13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141/13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141_S48_R1_001.fastq.gz,MICHELLE_0314/Sample_13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141/13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141_S48_R2_001.fastq.gz	PEAKS992272	39	7	19	1457	160	6.41E-04	7.05E-06	2.11E-04	1.07E-05	0.99685	1.00553	0.99718	365.34556	1.06122	55695668	89.32103103	62354484
EXP992296	ZNF609	READS992592,READS992593	MICHELLE_0314/Sample_13723_ZNF609_ChIP2_IGO_10521_B_92/13723_ZNF609_ChIP2_IGO_10521_B_92_S181_R1_001.fastq.gz,MICHELLE_0314/Sample_13723_ZNF609_ChIP2_IGO_10521_B_92/13723_ZNF609_ChIP2_IGO_10521_B_92_S181_R2_001.fastq.gz	PEAKS992273	7	0	0	39714	170	1.66E-02	0.00E+00	9.80E-06	0.00E+00	0.99757	1.00519	0.99787	486.08893	1.10632	41297040	88.02133841	46917078
EXP992297	ZNF750	READS992594,READS992595	MICHELLE_0314/Sample_13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134/13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134_S115_R1_001.fastq.gz,MICHELLE_0314/Sample_13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134/13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134_S115_R2_001.fastq.gz	PEAKS992274	16	0	1	91630	170	3.60E-02	0.00E+00	2.35E-04	1.10E-07	0.99760	1.00629	0.99789	493.59261	1.07871	39778674	90.22421397	44088690
EXP992298	CONTROL	READS992596,READS992597	MICHELLE_0314/Sample_13758_ZNF750_INPUT1_IGO_10521_B_175/13758_ZNF750_INPUT1_IGO_10521_B_175_S13_R1_001.fastq.gz,MICHELLE_0314/Sample_13758_ZNF750_INPUT1_IGO_10521_B_175/13758_ZNF750_INPUT1_IGO_10521_B_175_S13_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	175	NA	NA	NA	NA	0.99727	1.00551	0.99764	440.19094	1.01278	44777754	90.33246476	49569946
EXP992299	ZNF827	READS992598,READS992599	MICHELLE_0314/Sample_13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169/13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169_S22_R1_001.fastq.gz,MICHELLE_0314/Sample_13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169/13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169_S22_R2_001.fastq.gz	PEAKS992275	10254	409	4717	49017	255	2.42E-02	1.16E-03	2.22E-02	3.95E-03	0.99682	1.01756	0.99720	373.11764	1.29506	45548018	84.58547821	53848508
EXP992300	ZUP1	READS992600,READS992601	MICHELLE_0314/Sample_13788_ZUFSP_ChIP1_IGO_10521_B_151/13788_ZUFSP_ChIP1_IGO_10521_B_151_S95_R1_001.fastq.gz,MICHELLE_0314/Sample_13788_ZUFSP_ChIP1_IGO_10521_B_151/13788_ZUFSP_ChIP1_IGO_10521_B_151_S95_R2_001.fastq.gz	PEAKS992276	12	0	0	41756	170	1.74E-02	0.00E+00	2.13E-04	0.00E+00	0.99747	1.00521	0.99779	469.74804	1.11172	42126898	90.69055057	46451254
EXP992301	ZUP1	READS992602,READS992603	MICHELLE_0314/Sample_13788_ZUFSP_ChIP2_IGO_10521_B_5/13788_ZUFSP_ChIP2_IGO_10521_B_5_S47_R1_001.fastq.gz,MICHELLE_0314/Sample_13788_ZUFSP_ChIP2_IGO_10521_B_5/13788_ZUFSP_ChIP2_IGO_10521_B_5_S47_R2_001.fastq.gz	PEAKS992277	597	3	24	1206	175	5.69E-04	5.82E-06	7.10E-04	6.26E-06	0.99679	1.00490	0.99702	343.97409	1.08447	55482212	89.21938052	62186278
